text,characters,words,page_number,font_size,is_bold,font_threshold_flag,y_position,x_position,relative_font_size,text_case,verbs,nouns,adjectives,adverbs,pronouns,cardinal_numbers,coordinating_conjunctions,starts_with_number,ends_with_colon,has_punctuation,relative_y_position,avg_word_length,word_density,verb_ratio,noun_ratio,adjective_ratio,is_short,is_very_short,is_heading,predicted_heading,heading_probability
"eating very important. The nutrient needs rise throughout childhood, peak",73,10,1,11.0,0,0,611.433837890625,134.8861083984375,1.0,3,0,0,0,0,0,0,0,0,0,1,0.23124769213211188,7.3,0.136986301369863,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
in adolescence and then level off or even diminish as the teenager becomes,74,13,1,11.0,0,0,625.433837890625,134.8861083984375,1.0,0,0,0,0,0,0,0,0,0,0,0,0.21083396134483914,5.6923076923076925,0.17567567567567569,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
an adult. The saying ‘‘You are what you eat” seems to be proven true. We,72,15,1,11.0,0,0,639.433837890625,134.8861083984375,1.0,3,0,0,0,0,0,0,0,0,0,1,0.19042023055756643,4.8,0.20833333333333334,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
"eat different kinds of food such as dal , chapatti, bread, rice, vegetables,",76,13,1,11.083333333333334,0,1,653.433837890625,134.8861083984375,1.0075757575757576,0,0,0,0,0,0,0,0,0,0,1,0.1700064997702937,5.846153846153846,0.17105263157894737,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
"milk, lassi, etc. All these different kinds of food provide us with nutrients",77,13,1,11.083333333333334,0,1,667.433837890625,134.8861083984375,1.0075757575757576,3,0,0,0,0,0,0,0,0,0,1,0.14959276898302096,5.923076923076923,0.16883116883116883,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
to keep us healthy and active. It is important to know what food to eat in,74,16,1,11.0,0,0,681.433837890625,134.8861083984375,1.0,3,0,0,0,0,0,0,0,0,0,1,0.12917903819574822,4.625,0.21621621621621623,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
order to stay healthy. The science of food and nutrients and their action,73,13,1,11.0,0,0,695.4337768554688,134.8861083984375,1.0,3,0,0,0,0,0,0,0,0,0,1,0.10876539640527894,5.615384615384615,0.1780821917808219,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
on our health is called Nutrition .,35,7,1,11.0,0,0,709.3897705078125,134.8861083984375,1.0,3,0,0,0,0,0,0,0,0,0,1,0.0884158323132909,5.0,0.2,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
L earning O bjectives,21,4,1,11.900000095367432,0,1,303.6947937011719,154.52249145507812,1.0818181904879483,3,0,0,0,0,0,0,0,0,0,0,0.6799692636189778,5.25,0.19047619047619047,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
After completing this chapter the learner will be able to —,59,11,1,11.0,0,0,334.4787902832031,154.52249145507812,1.0,3,0,0,0,0,0,0,0,0,0,0,0.6350823908488414,5.363636363636363,0.1864406779661017,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
•,1,1,1,11.0,0,0,348.4787902832031,154.52249145507812,1.0,3,0,0,0,0,0,0,0,0,0,0,0.6146686600615686,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
"define the terms — food, nutrition, nutrients, health, fitness",62,9,1,11.0,0,0,348.4787902832031,172.51849365234375,1.0,0,0,0,0,0,0,0,0,0,0,1,0.6146686600615686,6.888888888888889,0.14516129032258066,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
and the role of food and nutrition in maintaining health.,57,10,1,11.0,0,0,362.4787902832031,172.52249145507812,1.0,0,0,0,0,0,0,0,0,0,0,1,0.5942549292742959,5.7,0.17543859649122806,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
•,1,1,1,11.0,0,0,376.4787902832031,154.52249145507812,1.0,3,0,0,0,0,0,0,0,0,0,0,0.5738411984870232,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
"understand the term, balanced diet and apply the concept in",59,10,1,11.0,0,0,376.4787902832031,172.51849365234375,1.0,0,0,0,0,0,0,0,0,0,0,1,0.5738411984870232,5.9,0.1694915254237288,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
planning and consuming diets.,29,4,1,11.0,0,0,390.4787902832031,172.52249145507812,1.0,0,0,0,0,0,0,0,0,0,0,1,0.5534274676997505,7.25,0.13793103448275862,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
•,1,1,1,11.0,0,0,404.4787902832031,154.52249145507812,1.0,3,0,0,0,0,0,0,0,0,0,0,0.5330137369124778,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
understand the basis for defining the Recommended Dietary,57,8,1,11.0,0,0,404.4787902832031,172.51849365234375,1.0,3,0,0,0,0,0,0,0,0,0,0,0.5330137369124778,7.125,0.14035087719298245,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
Allowances (RDAs) and the difference between Dietary,52,7,1,11.0,0,0,418.4787902832031,172.52249145507812,1.0,3,0,0,0,0,0,0,0,0,0,0,0.512600006125205,7.428571428571429,0.1346153846153846,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
Requirement and RDA.,20,3,1,11.0,0,0,432.4787902832031,172.52249145507812,1.0,3,0,0,0,0,0,0,0,0,0,1,0.49218627533793224,6.666666666666667,0.15,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
•,1,1,1,11.0,0,0,446.4787902832031,154.52249145507812,1.0,3,0,0,0,0,0,0,0,0,0,0,0.47177254455065953,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
understand the basis for classifications of foods into,54,8,1,11.0,0,0,446.4787902832031,172.51849365234375,1.0,0,0,0,0,0,0,0,0,0,0,0,0.47177254455065953,6.75,0.14814814814814814,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
appropriate groups.,19,2,1,11.0,0,0,460.4787902832031,172.52249145507812,1.0,0,0,0,0,0,0,0,0,0,0,1,0.4513588137633868,9.5,0.10526315789473684,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
•,1,1,1,11.0,0,0,474.4787902832031,154.52249145507812,1.0,3,0,0,0,0,0,0,0,0,0,0,0.43094508297611406,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
analyse the factors which influence adolescent food habits.,59,8,1,11.0,0,0,474.4787902832031,172.51849365234375,1.0,0,0,0,0,0,0,0,0,0,0,1,0.43094508297611406,7.375,0.13559322033898305,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
•,1,1,1,11.0,0,0,488.4787902832031,154.52249145507812,1.0,3,0,0,0,0,0,0,0,0,0,0,0.41053135218884135,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
"identify the causes, symptoms and nutritional interventions",59,7,1,11.0,0,0,488.4787902832031,172.51849365234375,1.0,0,0,0,0,0,0,0,0,0,0,1,0.41053135218884135,8.428571428571429,0.11864406779661017,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
related to eating disorders.,28,4,1,11.0,0,0,502.478759765625,172.52249145507812,1.0,0,0,0,0,0,0,0,0,0,0,1,0.3901176658999703,7.0,0.14285714285714285,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
Reprint 2025-26,15,2,1,8.0,0,0,770.0264892578125,258.3490905761719,0.7272727272727273,2,0,0,0,0,0,0,0,0,0,0,0.0,7.5,0.13333333333333333,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
29,2,1,2,11.0,0,0,391.44769287109375,498.74700927734375,1.0,3,0,0,0,0,0,0,0,0,0,0,0.552014687943444,2.0,0.5,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
"Nutrition and health, in fact, are two sides of the same coin. They",67,13,2,11.0,0,0,105.30402374267578,62.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,1,0.9692475328055845,5.153846153846154,0.19402985074626866,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
"are, therefore, inseparable. Health depends to a large extent on nutrition,",75,11,2,11.0,0,0,119.30402374267578,44.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,1,0.9488338020183118,6.818181818181818,0.14666666666666667,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
"and nutrition depends on the food intake. So food , is the most important",73,14,2,11.0,0,0,133.26002502441406,44.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,1,0.9284842268017233,5.214285714285714,0.1917808219178082,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
single factor for health and fitness.,37,6,2,11.0,0,0,147.3070068359375,44.890098571777344,1.0,0,0,0,0,0,0,0,0,0,0,1,0.9080019907249979,6.166666666666667,0.16216216216216217,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
"Let us define and describe food, nutrition, health and fitness",62,10,2,11.0,0,0,175.2580108642578,44.890098571777344,1.0,3,0,0,0,0,0,0,0,0,0,1,0.8672459713344188,6.2,0.16129032258064516,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
•,1,1,2,11.0,0,0,193.2539825439453,44.890098571777344,1.0,3,0,0,0,0,0,0,0,0,0,0,0.8410056198255242,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
"Food can be defined as anything solid or liquid which when swallowed,",69,12,2,11.0,0,0,193.2539825439453,62.88609313964844,1.0,3,0,0,0,0,0,0,0,0,0,1,0.8410056198255242,5.75,0.17391304347826086,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
digested and assimilated in the body provides it with essential substances,74,11,2,11.0,0,0,207.30401611328125,62.88610076904297,1.0,0,0,0,0,0,0,0,0,0,0,0,0.8205189339086265,6.7272727272727275,0.14864864864864866,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
called nutrients and keeps it well. It is the basic necessity of life. Food,75,14,2,11.0,0,0,221.30401611328125,62.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,1,0.8001052031213537,5.357142857142857,0.18666666666666668,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
"supplies energy, enables growth and repair of tissues and organs. It",68,11,2,11.0,0,0,235.30401611328125,62.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,1,0.779691472334081,6.181818181818182,0.16176470588235295,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
also protects the body from disease and regulates body functions.,65,10,2,11.0,0,0,249.30401611328125,62.88610076904297,1.0,0,0,0,0,0,0,0,0,0,0,1,0.7592777415468083,6.5,0.15384615384615385,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
•,1,1,2,11.0,0,0,263.260009765625,44.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,0,0.7389281774548202,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
"Nutrition is defined as the science of foods, nutrients and other",65,11,2,11.0,0,0,263.260009765625,62.88209533691406,1.0,3,0,0,0,0,0,0,0,0,0,1,0.7389281774548202,5.909090909090909,0.16923076923076924,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
substances they contain; and of their actions within the body including,71,11,2,11.0,0,0,277.30401611328125,62.88610076904297,1.0,0,0,0,0,0,0,0,0,0,0,1,0.7184502799722629,6.454545454545454,0.15492957746478872,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
"ingestion, digestion, absorption, metabolism and excretion. While",65,7,2,11.0,0,0,291.30401611328125,62.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,1,0.69803654918499,9.285714285714286,0.1076923076923077,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
"this summarises the physiological dimensions, nutrition has social,",67,8,2,11.0,0,0,305.30401611328125,62.88610076904297,1.0,0,0,0,0,0,0,0,0,0,0,1,0.6776228183977173,8.375,0.11940298507462686,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
psychological and economic dimensions too.,42,5,2,11.0,0,0,319.30401611328125,62.88610076904297,1.0,0,0,0,0,0,0,0,0,0,0,1,0.6572090876104446,8.4,0.11904761904761904,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
•,1,1,2,11.0,0,0,333.26300048828125,44.890098571777344,1.0,3,0,0,0,0,0,0,0,0,0,0,0.6368551626750877,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
Nutrients are the constituents in food that must be supplied to the,67,12,2,11.0,0,0,333.26300048828125,62.88609313964844,1.0,3,0,0,0,0,0,0,0,0,0,0,0.6368551626750877,5.583333333333333,0.1791044776119403,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
"body in suitable amounts. These include carbohydrates, proteins, fats,",70,9,2,11.0,0,0,347.30401611328125,62.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,1,0.6163816260358992,7.777777777777778,0.12857142857142856,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
"minerals, vitamins, water and fibre. We need a wide range of nutrients",70,12,2,11.0,0,0,361.30401611328125,62.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,1,0.5959678952486264,5.833333333333333,0.17142857142857143,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
to keep ourselves healthy. Most foods contain more than one nutrient,68,11,2,11.0,0,0,375.30401611328125,62.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,1,0.5755541644613537,6.181818181818182,0.16176470588235295,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
"such as milk has proteins, fats, etc. Nutrients can be classified as",68,12,2,11.0,0,0,389.30401611328125,62.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,1,0.555140433674081,5.666666666666667,0.17647058823529413,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
macronutrients and micronutrients on the basis of the required,62,9,2,11.0,0,0,403.30401611328125,62.88610076904297,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5347267028868082,6.888888888888889,0.14516129032258066,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
quantity to be consumed by us everyday. The figure on the next page,67,13,2,11.0,0,0,417.30401611328125,62.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,1,0.5143129720995355,5.153846153846154,0.19402985074626866,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
shows us the distinction between macronutrients and micronutrients.,67,8,2,11.0,0,0,431.30401611328125,62.88610076904297,1.0,0,0,0,0,0,0,0,0,0,0,1,0.49389924131226276,8.375,0.11940298507462686,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
3.2	 Balanced Diet,18,3,2,16.0,1,1,458.9519958496094,44.88610076904297,1.4545454545454546,2,0,0,0,0,0,0,0,0,0,1,0.45358506880159316,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
A balanced diet is one which includes a variety of foods in adequate amounts,76,14,2,11.0,0,0,490.5039978027344,44.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,0,0.4075783492536934,5.428571428571429,0.18421052631578946,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
and correct proportions to meet the day’s requirements of all essential,71,11,2,11.0,0,0,504.5040283203125,44.88610076904297,1.0,0,0,0,0,0,0,0,0,0,0,0,0.38716457396801895,6.454545454545454,0.15492957746478872,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
"nutrients such as proteins, carbohydrates, fats, vitamins, minerals, water,",75,9,2,11.0,0,0,518.5040283203125,44.88610076904297,1.0,0,0,0,0,0,0,0,0,0,0,1,0.3667508431807462,8.333333333333334,0.12,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
and fibre. Such a diet helps to promote and preserve good health and,68,13,2,11.0,0,0,532.5040283203125,44.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,1,0.3463371123934735,5.230769230769231,0.19117647058823528,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
also provides a safety margin or reserve of nutrients to withstand short,72,12,2,11.0,0,0,546.5040283203125,44.88610076904297,1.0,0,0,0,0,0,0,0,0,0,0,0,0.3259233816062007,6.0,0.16666666666666666,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
durations of deprivation when they are not supplied by the diet.,64,11,2,11.0,0,0,560.5040283203125,44.88610076904297,1.0,0,0,0,0,0,0,0,0,0,0,1,0.305509650818928,5.818181818181818,0.171875,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
"The safety margin takes care of the days we fast, or the short-term",67,13,2,11.0,0,0,574.5040283203125,62.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,1,0.2850959200316553,5.153846153846154,0.19402985074626866,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
deficiency of certain nutrients in the daily diet. If the balanced diet meets,77,13,2,11.0,0,0,588.5040283203125,44.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,1,0.2646821892443825,5.923076923076923,0.16883116883116883,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
"the Recommended Dietary Allowances (RDAs) for an individual, then the",69,10,2,11.0,0,0,602.5040283203125,44.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,1,0.24426845845710982,6.9,0.14492753623188406,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
safety margin is already included since RDAs are formulated keeping extra,73,11,2,11.0,0,0,616.5040283203125,44.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,0,0.22385472766983708,6.636363636363637,0.1506849315068493,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
allowances in mind.,19,3,2,11.0,0,0,630.5040283203125,44.88610076904297,1.0,0,0,0,0,0,0,0,0,0,0,1,0.20344099688256434,6.333333333333333,0.15789473684210525,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
Recommended Dietary Allowances = Requirements + Margin of safety,64,9,2,10.5,0,0,650.926025390625,44.88610076904297,0.9545454545454546,3,0,0,0,0,0,0,0,0,0,0,0.17366320043029065,7.111111111111111,0.140625,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
A balanced diet takes care of the following aspects.,52,9,2,11.0,0,0,670.5040283203125,44.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,1,0.14511605177607081,5.777777777777778,0.17307692307692307,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
1. Includes a variety of food items,35,7,2,11.0,0,0,684.5040283203125,44.88610076904297,1.0,3,0,0,0,0,0,0,0,1,0,1,0.12470232098879809,5.0,0.2,0.0,0.0,0.0,1,0,1,1,0.9977113960699544
2. Meets the RDA for all nutrients,34,7,2,11.0,0,0,698.5040283203125,44.88610076904297,1.0,3,0,0,0,0,0,0,0,1,0,1,0.10428859020152537,4.857142857142857,0.20588235294117646,0.0,0.0,0.0,1,0,1,1,0.9977113960699544
3. Includes nutrients in correct proportions,44,6,2,11.0,0,0,712.5040283203125,44.88610076904297,1.0,3,0,0,0,0,0,0,0,1,0,1,0.08387485941425263,7.333333333333333,0.13636363636363635,0.0,0.0,0.0,1,0,1,1,0.9977113960699544
"Food, Nutrition, Health and Fitness",35,5,2,9.0,0,0,84.21358489990234,44.88610076904297,0.8181818181818182,3,0,0,0,0,0,0,0,0,0,1,1.0,7.0,0.14285714285714285,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
Reprint 2025-26,15,2,2,8.0,0,0,770.0264892578125,258.3490905761719,0.7272727272727273,2,0,0,0,0,0,0,0,0,0,0,0.0,7.5,0.13333333333333333,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
Human Ecology and Family Sciences – Part I,42,8,3,9.0,0,0,84.21358489990234,316.8373107910156,0.8181818181818182,3,0,0,0,0,0,0,0,0,0,0,1.0,5.25,0.19047619047619047,0.0,0.0,0.0,1,0,0,0,0.0009761350348202058
30,2,1,3,11.0,0,0,391.44769287109375,60.97560119628906,1.0,3,0,0,0,0,0,0,0,0,0,0,0.552014687943444,2.0,0.5,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
Nutrients,9,1,3,16.0,1,1,494.8546142578125,242.05001831054688,1.4545454545454546,2,0,0,0,0,0,0,0,0,0,0,0.4012346126056474,9.0,0.1111111111111111,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
 Macronutrients  Micronutrients,31,2,3,16.0,1,1,157.3000030517578,106.3281021118164,1.4545454545454546,2,0,0,0,0,0,0,0,0,0,0,0.89343096683157,15.5,0.06451612903225806,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
(R equired  in  large  amounts  by  the  body )   (R equired  in  small  amounts  by  the  body ),97,18,3,9.406896459645239,0,0,176.85198974609375,106.3281021118164,0.8551724054222944,3,0,0,0,0,0,0,0,0,0,0,0.8649217530648191,5.388888888888889,0.18556701030927836,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
C arbohydrates,14,2,3,11.900000095367432,1,1,248.23353576660156,182.51031494140625,1.0818181904879483,3,0,0,0,0,0,0,0,0,0,0,0.76083863423325,7.0,0.14285714285714285,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
Iron,4,1,3,11.0,1,0,361.8620300292969,479.6291198730469,1.0,2,0,0,0,0,0,0,0,0,0,0,0.5951542419731196,4.0,0.25,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
Iodine,6,1,3,11.0,1,0,318.8685302734375,437.0408020019531,1.0,2,0,0,0,0,0,0,0,0,0,0,0.6578440798030332,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
Calcium,7,1,3,11.0,1,0,403.8685302734375,429.3280944824219,1.0,2,0,0,0,0,0,0,0,0,0,0,0.5339035714517344,7.0,0.14285714285714285,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
Minerals,8,1,3,11.0,1,0,361.3685302734375,380.685302734375,1.0,2,0,0,0,0,0,0,0,0,0,0,0.5958738256273838,8.0,0.125,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
Vitamins,8,1,3,11.0,1,0,652.6185302734375,384.1212158203125,1.0,2,0,0,0,0,0,0,0,0,0,0,0.17119531907072785,8.0,0.125,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
F ibre /R oughage,17,4,3,11.900000095367432,1,1,650.8762817382812,178.55389404296875,1.0818181904879483,3,0,0,0,0,0,0,0,0,0,0,0.1737357328250993,4.25,0.23529411764705882,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
W ater,6,2,3,11.900000095367432,1,1,579.6262817382812,130.17849731445312,1.0818181904879483,3,0,0,0,0,0,0,0,0,0,0,0.2776270412960409,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
F ats,5,2,3,11.900000095367432,1,1,390.5191955566406,136.82650756835938,1.0818181904879483,3,0,0,0,0,0,0,0,0,0,0,0.5533685518158691,2.5,0.4,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
P roteins,9,2,3,11.900000095367432,1,1,317.8763122558594,141.97171020507812,1.0818181904879483,3,0,0,0,0,0,0,0,0,0,0,0.6592908563382561,4.5,0.2222222222222222,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
F igure 1: B asic N utrients  in O ur F ood,43,12,3,7.650000095367432,0,0,701.3671875,235.38510131835938,0.695454554124312,3,0,0,0,0,0,0,0,0,0,0,0.1001137501518647,3.5833333333333335,0.27906976744186046,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
Reprint 2025-26,15,2,3,8.0,0,0,770.0264892578125,258.3490905761719,0.7272727272727273,2,0,0,0,0,0,0,0,0,0,0,0.0,7.5,0.13333333333333333,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
31,2,1,4,11.0,0,0,391.44769287109375,499.32171630859375,1.0,3,0,0,0,0,0,0,0,0,0,0,0.552014687943444,2.0,0.5,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
4. Provides a safety margin for nutrients,41,7,4,11.0,0,0,105.30402374267578,44.88610076904297,1.0,3,0,0,0,0,0,0,0,1,0,1,0.9692475328055845,5.857142857142857,0.17073170731707318,0.0,0.0,0.0,1,0,1,1,0.9977113960699544
5. Promotes and preserves good health,37,6,4,11.0,0,0,119.30402374267578,44.88610076904297,1.0,3,0,0,0,0,0,0,0,1,0,1,0.9488338020183118,6.166666666666667,0.16216216216216217,0.0,0.0,0.0,1,0,1,1,0.9977113960699544
6. Maintains acceptable body weight for height,46,7,4,11.0,0,0,133.30401611328125,44.88610076904297,1.0,3,0,0,0,0,0,0,0,1,0,1,0.9284200823556394,6.571428571428571,0.15217391304347827,0.0,0.0,0.0,1,0,1,1,0.9977113960699544
3.3	 Health and Fitness,23,4,4,16.0,1,1,160.95204162597656,44.88610076904297,1.4545454545454546,3,0,0,0,0,0,0,0,0,0,1,0.8881058430973673,5.75,0.17391304347826086,0.0,0.0,0.0,1,1,0,0,0.0009761350348202058
According to World Health Organisation (WHO) ‘‘ Health is the state,67,11,4,11.0,0,0,192.4600372314453,44.88610076904297,1.0,3,0,0,0,0,0,0,0,0,0,0,0.8421632902447522,6.090909090909091,0.16417910447761194,0.0,0.0,0.0,0,0,0,0,0.0009761350348202058
