pdf_file,page_number,block_id,line_id,text,font_size,font_threshold,is_bold,is_italic,font_name,x0,y0,x1,y1,width,height,is_heading,heading_level,auto_confidence,relative_font_size,word_count,char_count,starts_with_number,ends_with_colon,is_all_caps,is_title_case,has_punctuation
Kehe 103.pdf,1,5,5,an adult. The saying ‘‘You are what you eat” seems to be proven true. We,11.0,11.0,False,False,Bookman-Light,134.8861083984375,639.433837890625,534.3511352539062,652.40283203125,399.46502685546875,12.968994140625,0,0,0.0,1.0,15,72,0,0,0,0,1
Kehe 103.pdf,1,5,6,"eat different kinds of food such as dal , chapatti, bread, rice, vegetables,",11.083333333333334,11.0,False,True,Bookman-Light,134.8861083984375,653.433837890625,534.38720703125,666.40283203125,399.5010986328125,12.968994140625,0,0,0.0,1.0075757575757576,13,76,0,0,0,0,1
Kehe 103.pdf,1,5,7,"milk, lassi, etc. All these different kinds of food provide us with nutrients",11.083333333333334,11.0,False,True,Bookman-Light,134.8861083984375,667.433837890625,534.387451171875,680.40283203125,399.5013427734375,12.968994140625,0,0,0.0,1.0075757575757576,13,77,0,0,0,0,1
Kehe 103.pdf,1,5,8,to keep us healthy and active. It is important to know what food to eat in,11.0,11.0,False,False,Bookman-Light,134.8861083984375,681.433837890625,534.4611206054688,694.40283203125,399.57501220703125,12.968994140625,0,0,0.0,1.0,16,74,0,0,0,0,1
Kehe 103.pdf,1,5,9,order to stay healthy. The science of food and nutrients and their action,11.0,11.0,False,False,Bookman-Light,134.8861083984375,695.4337768554688,534.3951416015625,708.4027709960938,399.509033203125,12.968994140625,0,0,0.0,1.0,13,73,0,0,0,0,1
Kehe 103.pdf,1,5,10,on our health is called Nutrition .,11.0,11.0,False,False,Bookman-Light,134.8861083984375,709.3897705078125,315.0635070800781,722.4027709960938,180.17739868164062,13.01300048828125,0,0,0.0,1.0,7,35,0,0,0,0,1
Kehe 103.pdf,1,6,0,L earning O bjectives,11.900000095367432,11.0,False,False,Bookman-Medium-SC700,154.52249145507812,303.6947937011719,282.49365234375,319.99078369140625,127.97116088867188,16.295989990234375,0,0,0.0,1.0818181904879483,4,21,0,0,0,0,0
Kehe 103.pdf,1,6,2,After completing this chapter the learner will be able to —,11.0,11.0,False,False,Bookman-Light,154.52249145507812,334.4787902832031,469.2391052246094,347.4477844238281,314.71661376953125,12.968994140625,0,0,0.0,1.0,11,59,0,0,0,0,0
Kehe 103.pdf,1,6,3,•,11.0,11.0,False,False,Bookman-Light,154.52249145507812,348.4787902832031,163.1024932861328,361.4477844238281,8.580001831054688,12.968994140625,0,0,0.0,1.0,1,1,0,0,0,0,0
Kehe 103.pdf,1,6,4,"define the terms — food, nutrition, nutrients, health, fitness",11.0,11.0,False,False,Bookman-Light,172.51849365234375,348.4787902832031,500.0016784667969,361.4477844238281,327.4831848144531,12.968994140625,0,0,0.0,1.0,9,62,0,0,0,0,1
Kehe 103.pdf,1,6,5,and the role of food and nutrition in maintaining health.,11.0,11.0,False,False,Bookman-Light,172.52249145507812,362.4787902832031,475.7694091796875,375.4477844238281,303.2469177246094,12.968994140625,0,0,0.0,1.0,10,57,0,0,0,0,1
Kehe 103.pdf,1,6,6,•,11.0,11.0,False,False,Bookman-Light,154.52249145507812,376.4787902832031,163.1024932861328,389.4477844238281,8.580001831054688,12.968994140625,0,0,0.0,1.0,1,1,0,0,0,0,0
Kehe 103.pdf,1,6,7,"understand the term, balanced diet and apply the concept in",11.0,11.0,False,False,Bookman-Light,172.51849365234375,376.4787902832031,503.7416687011719,389.4477844238281,331.2231750488281,12.968994140625,0,0,0.0,1.0,10,59,0,0,0,0,1
Kehe 103.pdf,1,6,8,planning and consuming diets.,11.0,11.0,False,False,Bookman-Light,172.52249145507812,390.4787902832031,339.50250244140625,403.4477844238281,166.98001098632812,12.968994140625,0,0,0.0,1.0,4,29,0,0,0,0,1
Kehe 103.pdf,1,6,9,•,11.0,11.0,False,False,Bookman-Light,154.52249145507812,404.4787902832031,163.1024932861328,417.4477844238281,8.580001831054688,12.968994140625,0,0,0.0,1.0,1,1,0,0,0,0,0
Kehe 103.pdf,1,6,10,understand the basis for defining the Recommended Dietary,11.0,11.0,False,False,Bookman-Light,172.51849365234375,404.4787902832031,500.7574157714844,417.4477844238281,328.2389221191406,12.968994140625,0,0,0.0,1.0,8,57,0,0,0,0,0
Kehe 103.pdf,1,6,11,Allowances (RDAs) and the difference between Dietary,11.0,11.0,False,False,Bookman-Light,172.52249145507812,418.4787902832031,466.6152038574219,431.4477844238281,294.09271240234375,12.968994140625,0,0,0.0,1.0,7,52,0,0,0,0,0
Kehe 103.pdf,1,6,12,Requirement and RDA.,11.0,11.0,False,False,Bookman-Light,172.52249145507812,432.4787902832031,296.67840576171875,445.4477844238281,124.15591430664062,12.968994140625,0,0,0.0,1.0,3,20,0,0,0,0,1
Kehe 103.pdf,1,6,13,•,11.0,11.0,False,False,Bookman-Light,154.52249145507812,446.4787902832031,163.1024932861328,459.4477844238281,8.580001831054688,12.968994140625,0,0,0.0,1.0,1,1,0,0,0,0,0
Kehe 103.pdf,1,6,14,understand the basis for classifications of foods into,11.0,11.0,False,False,Bookman-Light,172.51849365234375,446.4787902832031,457.4173889160156,459.4477844238281,284.8988952636719,12.968994140625,0,0,0.0,1.0,8,54,0,0,0,0,0
Kehe 103.pdf,1,6,15,appropriate groups.,11.0,11.0,False,False,Bookman-Light,172.52249145507812,460.4787902832031,282.4773864746094,473.4477844238281,109.95489501953125,12.968994140625,0,0,0.0,1.0,2,19,0,0,0,0,1
Kehe 103.pdf,1,6,16,•,11.0,11.0,False,False,Bookman-Light,154.52249145507812,474.4787902832031,163.1024932861328,487.4477844238281,8.580001831054688,12.968994140625,0,0,0.0,1.0,1,1,0,0,0,0,0
Kehe 103.pdf,1,6,17,analyse the factors which influence adolescent food habits.,11.0,11.0,False,False,Bookman-Light,172.51849365234375,474.4787902832031,489.7574157714844,487.4477844238281,317.2389221191406,12.968994140625,0,0,0.0,1.0,8,59,0,0,0,0,1
Kehe 103.pdf,1,6,18,•,11.0,11.0,False,False,Bookman-Light,154.52249145507812,488.4787902832031,163.1024932861328,501.4477844238281,8.580001831054688,12.968994140625,0,0,0.0,1.0,1,1,0,0,0,0,0
Kehe 103.pdf,1,6,19,"identify the causes, symptoms and nutritional interventions",11.0,11.0,False,False,Bookman-Light,172.51849365234375,488.4787902832031,498.5585021972656,501.4477844238281,326.0400085449219,12.968994140625,0,0,0.0,1.0,7,59,0,0,0,0,1
Kehe 103.pdf,1,6,20,related to eating disorders.,11.0,11.0,False,False,Bookman-Light,172.52249145507812,502.478759765625,320.2964782714844,515.44775390625,147.77398681640625,12.968994140625,0,0,0.0,1.0,4,28,0,0,0,0,1
Kehe 103.pdf,1,8,0,Reprint 2025-26,8.0,11.0,False,False,Arial,258.3490905761719,770.0264892578125,315.7091064453125,780.9464721679688,57.360015869140625,10.91998291015625,0,0,0.0,0.7272727272727273,2,15,0,0,0,1,0
Kehe 103.pdf,2,0,0,29,11.0,11.0,False,False,CopperplateGothic-Light,498.74700927734375,391.44769287109375,514.5869750976562,403.7897033691406,15.8399658203125,12.342010498046875,0,0,0.0,1.0,1,2,1,0,0,0,0
Kehe 103.pdf,2,1,0,"Nutrition and health, in fact, are two sides of the same coin. They",11.0,11.0,False,False,Bookman-Light,62.88610076904297,105.30402374267578,444.4430847167969,118.27302551269531,381.5569839477539,12.969001770019531,0,0,0.0,1.0,13,67,0,0,0,0,1
Kehe 103.pdf,2,1,1,"are, therefore, inseparable. Health depends to a large extent on nutrition,",11.0,11.0,False,False,Bookman-Light,44.88610076904297,119.30402374267578,444.37310791015625,132.2730255126953,399.4870071411133,12.969001770019531,0,0,0.0,1.0,11,75,0,0,0,0,1
Kehe 103.pdf,2,1,2,"and nutrition depends on the food intake. So food , is the most important",11.0,11.0,False,False,Bookman-Light,44.88610076904297,133.26002502441406,444.42108154296875,146.2730255126953,399.5349807739258,13.01300048828125,0,0,0.0,1.0,14,73,0,0,0,0,1
Kehe 103.pdf,2,1,3,single factor for health and fitness.,11.0,11.0,False,False,Bookman-Light,44.890098571777344,147.3070068359375,232.5501251220703,160.27601623535156,187.66002655029297,12.969009399414062,0,0,0.0,1.0,6,37,0,0,0,0,1
Kehe 103.pdf,2,2,0,"Let us define and describe food, nutrition, health and fitness",11.0,11.0,False,False,Bookman-Demi,44.890098571777344,175.2580108642578,394.2501525878906,188.18301391601562,349.3600540161133,12.925003051757812,0,0,0.0,1.0,10,62,0,0,0,0,1
Kehe 103.pdf,2,3,0,•,11.0,11.0,False,False,Bookman-Demi,44.890098571777344,193.2539825439453,53.69009780883789,206.17898559570312,8.799999237060547,12.925003051757812,0,0,0.0,1.0,1,1,0,0,0,0,0
Kehe 103.pdf,2,3,1,"Food can be defined as anything solid or liquid which when swallowed,",11.0,11.0,False,False,Bookman-Demi,62.88609313964844,193.2539825439453,444.4538879394531,206.2730255126953,381.5677947998047,13.01904296875,0,0,0.0,1.0,12,69,0,0,0,0,1
Kehe 103.pdf,2,3,2,digested and assimilated in the body provides it with essential substances,11.0,11.0,False,False,Bookman-Light,62.88610076904297,207.30401611328125,444.4541015625,220.2730255126953,381.56800079345703,12.969009399414062,0,0,0.0,1.0,11,74,0,0,0,0,0
Kehe 103.pdf,2,3,3,called nutrients and keeps it well. It is the basic necessity of life. Food,11.0,11.0,False,False,Bookman-Light,62.88610076904297,221.30401611328125,444.4430847167969,234.2730255126953,381.5569839477539,12.969009399414062,0,0,0.0,1.0,14,75,0,0,0,0,1
Kehe 103.pdf,2,3,4,"supplies energy, enables growth and repair of tissues and organs. It",11.0,11.0,False,False,Bookman-Light,62.88610076904297,235.30401611328125,444.4430847167969,248.2730255126953,381.5569839477539,12.969009399414062,0,0,0.0,1.0,11,68,0,0,0,0,1
Kehe 103.pdf,2,3,5,also protects the body from disease and regulates body functions.,11.0,11.0,False,False,Bookman-Light,62.88610076904297,249.30401611328125,416.4547119140625,262.27301025390625,353.56861114501953,12.968994140625,0,0,0.0,1.0,10,65,0,0,0,0,1
Kehe 103.pdf,2,3,6,•,11.0,11.0,False,False,Bookman-Demi,44.88610076904297,263.260009765625,53.686100006103516,276.1850280761719,8.799999237060547,12.925018310546875,0,0,0.0,1.0,1,1,0,0,0,0,0
Kehe 103.pdf,2,3,7,"Nutrition is defined as the science of foods, nutrients and other",11.0,11.0,False,False,Bookman-Demi,62.88209533691406,263.260009765625,444.3651123046875,276.27301025390625,381.48301696777344,13.01300048828125,0,0,0.0,1.0,11,65,0,0,0,0,1
Kehe 103.pdf,2,3,8,substances they contain; and of their actions within the body including,11.0,11.0,False,False,Bookman-Light,62.88610076904297,277.30401611328125,444.3660888671875,290.27301025390625,381.47998809814453,12.968994140625,0,0,0.0,1.0,11,71,0,0,0,0,1
Kehe 103.pdf,2,3,9,"ingestion, digestion, absorption, metabolism and excretion. While",11.0,11.0,False,False,Bookman-Light,62.88610076904297,291.30401611328125,444.4210510253906,304.27301025390625,381.53495025634766,12.968994140625,0,0,0.0,1.0,7,65,0,0,0,0,1
Kehe 103.pdf,2,3,10,"this summarises the physiological dimensions, nutrition has social,",11.0,11.0,False,False,Bookman-Light,62.88610076904297,305.30401611328125,444.3880920410156,318.27301025390625,381.50199127197266,12.968994140625,0,0,0.0,1.0,8,67,0,0,0,0,1
Kehe 103.pdf,2,3,11,psychological and economic dimensions too.,11.0,11.0,False,False,Bookman-Light,62.88610076904297,319.30401611328125,304.6661376953125,332.27301025390625,241.78003692626953,12.968994140625,0,0,0.0,1.0,5,42,0,0,0,0,1
Kehe 103.pdf,2,3,12,•,11.0,11.0,False,False,Bookman-Demi,44.890098571777344,333.26300048828125,53.69009780883789,346.1880187988281,8.799999237060547,12.925018310546875,0,0,0.0,1.0,1,1,0,0,0,0,0
Kehe 103.pdf,2,3,13,Nutrients are the constituents in food that must be supplied to the,11.0,11.0,False,False,Bookman-Demi,62.88609313964844,333.26300048828125,444.3870849609375,346.27301025390625,381.50099182128906,13.010009765625,0,0,0.0,1.0,12,67,0,0,0,0,0
Kehe 103.pdf,2,3,14,"body in suitable amounts. These include carbohydrates, proteins, fats,",11.0,11.0,False,False,Bookman-Light,62.88610076904297,347.30401611328125,444.41009521484375,360.27301025390625,381.5239944458008,12.968994140625,0,0,0.0,1.0,9,70,0,0,0,0,1
Kehe 103.pdf,2,3,15,"minerals, vitamins, water and fibre. We need a wide range of nutrients",11.0,11.0,False,False,Bookman-Light,62.88610076904297,361.30401611328125,444.4211120605469,374.27301025390625,381.5350112915039,12.968994140625,0,0,0.0,1.0,12,70,0,0,0,0,1
Kehe 103.pdf,2,3,16,to keep ourselves healthy. Most foods contain more than one nutrient,11.0,11.0,False,False,Bookman-Light,62.88610076904297,375.30401611328125,444.4430847167969,388.27301025390625,381.5569839477539,12.968994140625,0,0,0.0,1.0,11,68,0,0,0,0,1
Kehe 103.pdf,2,3,17,"such as milk has proteins, fats, etc. Nutrients can be classified as",11.0,11.0,False,False,Bookman-Light,62.88610076904297,389.30401611328125,444.3880920410156,402.27301025390625,381.50199127197266,12.968994140625,0,0,0.0,1.0,12,68,0,0,0,0,1
Kehe 103.pdf,2,3,18,macronutrients and micronutrients on the basis of the required,11.0,11.0,False,False,Bookman-Light,62.88610076904297,403.30401611328125,444.4320983886719,416.27301025390625,381.5459976196289,12.968994140625,0,0,0.0,1.0,9,62,0,0,0,0,0
Kehe 103.pdf,2,3,19,quantity to be consumed by us everyday. The figure on the next page,11.0,11.0,False,False,Bookman-Light,62.88610076904297,417.30401611328125,444.4430847167969,430.27301025390625,381.5569839477539,12.968994140625,0,0,0.0,1.0,13,67,0,0,0,0,1
Kehe 103.pdf,2,3,20,shows us the distinction between macronutrients and micronutrients.,11.0,11.0,False,False,Bookman-Light,62.88610076904297,431.30401611328125,440.3587951660156,444.27301025390625,377.47269439697266,12.968994140625,0,0,0.0,1.0,8,67,0,0,0,0,1
Kehe 103.pdf,2,4,0,3.2	 Balanced Diet,16.0,11.0,True,False,TrajanPro-Bold,44.88610076904297,458.9519958496094,212.8524932861328,479.2560119628906,167.96639251708984,20.30401611328125,1,2,0.85,1.4545454545454546,3,18,1,0,0,1,1
Kehe 103.pdf,2,5,0,A balanced diet is one which includes a variety of foods in adequate amounts,11.0,11.0,False,False,Bookman-Light,44.88610076904297,490.5039978027344,444.4501037597656,503.4729919433594,399.56400299072266,12.968994140625,0,0,0.0,1.0,14,76,0,0,0,0,0
Kehe 103.pdf,2,5,1,and correct proportions to meet the day’s requirements of all essential,11.0,11.0,False,False,Bookman-Light,44.88610076904297,504.5040283203125,444.3951110839844,517.4730224609375,399.5090103149414,12.968994140625,0,0,0.0,1.0,11,71,0,0,0,0,0
Kehe 103.pdf,2,5,2,"nutrients such as proteins, carbohydrates, fats, vitamins, minerals, water,",11.0,11.0,False,False,Bookman-Light,44.88610076904297,518.5040283203125,444.38409423828125,531.4730224609375,399.4979934692383,12.968994140625,0,0,0.0,1.0,9,75,0,0,0,0,1
Kehe 103.pdf,2,5,3,and fibre. Such a diet helps to promote and preserve good health and,11.0,11.0,False,False,Bookman-Light,44.88610076904297,532.5040283203125,444.4281005859375,545.4730224609375,399.54199981689453,12.968994140625,0,0,0.0,1.0,13,68,0,0,0,0,1
Kehe 103.pdf,2,5,4,also provides a safety margin or reserve of nutrients to withstand short,11.0,11.0,False,False,Bookman-Light,44.88610076904297,546.5040283203125,444.4390869140625,559.4730224609375,399.55298614501953,12.968994140625,0,0,0.0,1.0,12,72,0,0,0,0,0
Kehe 103.pdf,2,5,5,durations of deprivation when they are not supplied by the diet.,11.0,11.0,False,False,Bookman-Light,44.88610076904297,560.5040283203125,388.3786926269531,573.4730224609375,343.49259185791016,12.968994140625,0,0,0.0,1.0,11,64,0,0,0,0,1
Kehe 103.pdf,2,6,0,"The safety margin takes care of the days we fast, or the short-term",11.0,11.0,False,False,Bookman-Light,62.88610076904297,574.5040283203125,444.3551025390625,587.4730224609375,381.46900177001953,12.968994140625,0,0,0.0,1.0,13,67,0,0,0,0,1
Kehe 103.pdf,2,6,1,deficiency of certain nutrients in the daily diet. If the balanced diet meets,11.0,11.0,False,False,Bookman-Light,44.88610076904297,588.5040283203125,444.4501037597656,601.4730224609375,399.56400299072266,12.968994140625,0,0,0.0,1.0,13,77,0,0,0,0,1
Kehe 103.pdf,2,6,2,"the Recommended Dietary Allowances (RDAs) for an individual, then the",11.0,11.0,False,False,Bookman-Light,44.88610076904297,602.5040283203125,444.3620910644531,615.4730224609375,399.47599029541016,12.968994140625,0,0,0.0,1.0,10,69,0,0,0,0,1
Kehe 103.pdf,2,6,3,safety margin is already included since RDAs are formulated keeping extra,11.0,11.0,False,False,Bookman-Light,44.88610076904297,616.5040283203125,444.4170837402344,629.4730224609375,399.5309829711914,12.968994140625,0,0,0.0,1.0,11,73,0,0,0,0,0
Kehe 103.pdf,2,6,4,allowances in mind.,11.0,11.0,False,False,Bookman-Light,44.88610076904297,630.5040283203125,155.76609802246094,643.4730224609375,110.87999725341797,12.968994140625,0,0,0.0,1.0,3,19,0,0,0,0,1
Kehe 103.pdf,2,7,0,Recommended Dietary Allowances = Requirements + Margin of safety,10.5,11.0,False,False,Bookman-Demi,44.88610076904297,650.926025390625,425.1960754394531,663.2635498046875,380.30997467041016,12.3375244140625,0,0,0.0,0.9545454545454546,9,64,0,0,0,0,0
Kehe 103.pdf,2,8,0,A balanced diet takes care of the following aspects.,11.0,11.0,False,False,Bookman-Light,44.88610076904297,670.5040283203125,318.6398010253906,683.4730224609375,273.75370025634766,12.968994140625,0,0,0.0,1.0,9,52,0,0,0,0,1
Kehe 103.pdf,2,8,1,1. Includes a variety of food items,11.0,11.0,False,False,Bookman-Light,44.88610076904297,684.5040283203125,230.3065185546875,697.4730224609375,185.42041778564453,12.968994140625,1,1,0.9,1.0,7,35,1,0,0,0,1
Kehe 103.pdf,2,8,2,2. Meets the RDA for all nutrients,11.0,11.0,False,False,Bookman-Light,44.88610076904297,698.5040283203125,230.74649047851562,711.4730224609375,185.86038970947266,12.968994140625,1,1,0.9,1.0,7,34,1,0,0,0,1
Kehe 103.pdf,2,8,3,3. Includes nutrients in correct proportions,11.0,11.0,False,False,Bookman-Light,44.88610076904297,712.5040283203125,282.8282165527344,725.4730224609375,237.9421157836914,12.968994140625,1,1,0.9,1.0,6,44,1,0,0,0,1
Kehe 103.pdf,2,9,0,"Food, Nutrition, Health and Fitness",9.0,11.0,False,False,CopperplateGothic-Light,44.88610076904297,84.21358489990234,219.63011169433594,94.31158447265625,174.74401092529297,10.097999572753906,0,0,0.0,0.8181818181818182,5,35,0,0,0,0,1
Kehe 103.pdf,2,10,0,Reprint 2025-26,8.0,11.0,False,False,Arial,258.3490905761719,770.0264892578125,315.7091064453125,780.9464721679688,57.360015869140625,10.91998291015625,0,0,0.0,0.7272727272727273,2,15,0,0,0,1,0
Kehe 103.pdf,3,1,0,Human Ecology and Family Sciences – Part I,9.0,11.0,False,False,CopperplateGothic-Light,316.8373107910156,84.21358489990234,530.88427734375,94.31158447265625,214.04696655273438,10.097999572753906,0,0,0.0,0.8181818181818182,8,42,0,0,0,0,0
Kehe 103.pdf,3,2,0,30,11.0,11.0,False,False,CopperplateGothic-Light,60.97560119628906,391.44769287109375,76.81559753417969,403.7897033691406,15.839996337890625,12.342010498046875,0,0,0.0,1.0,1,2,1,0,0,0,0
Kehe 103.pdf,3,8,0,Nutrients,16.0,11.0,True,False,TrajanPro-Bold,242.05001831054688,494.8546142578125,338.0980224609375,515.1586303710938,96.04800415039062,20.30401611328125,1,1,0.8,1.4545454545454546,1,9,0,0,0,1,0
Kehe 103.pdf,3,9,0, Macronutrients  Micronutrients,16.0,11.0,True,False,TrajanPro-Bold,106.3281021118164,157.3000030517578,486.8879699707031,177.60400390625,380.5598678588867,20.304000854492188,1,1,0.8,1.4545454545454546,2,30,0,0,0,1,0
Kehe 103.pdf,3,9,1,(R equired  in  large  amounts  by  the  body )   (R equired  in  small  amounts  by  the  body ),9.406896459645239,11.0,False,False,Bookman-Light-SC700,106.3281021118164,176.85198974609375,514.1806030273438,189.8209991455078,407.85250091552734,12.969009399414062,0,0,0.0,0.8551724054222944,18,97,0,0,0,0,0
Kehe 103.pdf,3,11,0,C arbohydrates,11.900000095367432,11.0,True,False,GaramondHalbfett-SC700,182.51031494140625,248.23353576660156,278.95013427734375,265.8175354003906,96.4398193359375,17.583999633789062,0,0,0.0,1.0818181904879483,2,14,0,0,0,0,0
Kehe 103.pdf,3,12,0,Iron,11.0,11.0,True,False,GaramondHalbfett,479.6291198730469,361.8620300292969,500.92510986328125,375.6780090332031,21.295989990234375,13.81597900390625,0,0,0.0,1.0,1,4,0,0,0,1,0
Kehe 103.pdf,3,13,0,Iodine,11.0,11.0,True,False,GaramondHalbfett,437.0408020019531,318.8685302734375,467.86279296875,332.68450927734375,30.821990966796875,13.81597900390625,0,0,0.0,1.0,1,6,0,0,0,1,0
Kehe 103.pdf,3,14,0,Calcium,11.0,11.0,True,False,GaramondHalbfett,429.3280944824219,403.8685302734375,469.8960876464844,417.68450927734375,40.5679931640625,13.81597900390625,0,0,0.0,1.0,1,7,0,0,0,1,0
Kehe 103.pdf,3,16,0,Minerals,11.0,11.0,True,False,GaramondHalbfett,380.685302734375,361.3685302734375,422.6612854003906,375.18450927734375,41.975982666015625,13.81597900390625,0,0,0.0,1.0,1,8,0,0,0,1,0
Kehe 103.pdf,3,18,0,Vitamins,11.0,11.0,True,False,GaramondHalbfett,384.1212158203125,652.6185302734375,427.9451904296875,666.4345092773438,43.823974609375,13.81597900390625,0,0,0.0,1.0,1,8,0,0,0,1,0
Kehe 103.pdf,3,20,0,F ibre /R oughage,11.900000095367432,11.0,True,False,GaramondHalbfett-SC700,178.55389404296875,650.8762817382812,282.8759460449219,668.4602661132812,104.32205200195312,17.583984375,0,0,0.0,1.0818181904879483,4,17,0,0,0,0,0
Kehe 103.pdf,3,22,0,W ater,11.900000095367432,11.0,True,False,GaramondHalbfett-SC700,130.17849731445312,579.6262817382812,171.41001892089844,597.2102661132812,41.23152160644531,17.583984375,0,0,0.0,1.0818181904879483,2,6,0,0,0,0,0
Kehe 103.pdf,3,24,0,F ats,11.900000095367432,11.0,True,False,GaramondHalbfett-SC700,136.82650756835938,390.5191955566406,164.76280212402344,408.10321044921875,27.936294555664062,17.584014892578125,0,0,0.0,1.0818181904879483,2,5,0,0,0,0,0
Kehe 103.pdf,3,26,0,P roteins,11.900000095367432,11.0,True,False,GaramondHalbfett-SC700,141.97171020507812,317.8763122558594,196.4759063720703,335.4603271484375,54.50419616699219,17.584014892578125,0,0,0.0,1.0818181904879483,2,9,0,0,0,0,0
Kehe 103.pdf,3,27,0,F igure 1: B asic N utrients  in O ur F ood,7.650000095367432,11.0,False,False,ArialMT-SC700,235.38510131835938,701.3671875,384.2973327636719,713.34619140625,148.9122314453125,11.97900390625,0,0,0.0,0.695454554124312,12,43,0,0,0,0,0
Kehe 103.pdf,3,28,0,Reprint 2025-26,8.0,11.0,False,False,Arial,258.3490905761719,770.0264892578125,315.7091064453125,780.9464721679688,57.360015869140625,10.91998291015625,0,0,0.0,0.7272727272727273,2,15,0,0,0,1,0
Kehe 103.pdf,4,0,0,31,11.0,11.0,False,False,CopperplateGothic-Light,499.32171630859375,391.44769287109375,514.0177001953125,403.7897033691406,14.69598388671875,12.342010498046875,0,0,0.0,1.0,1,2,1,0,0,0,0
Kehe 103.pdf,4,1,0,4. Provides a safety margin for nutrients,11.0,11.0,False,False,Bookman-Light,44.88610076904297,105.30402374267578,265.9871826171875,118.27302551269531,221.10108184814453,12.969001770019531,1,1,0.9,1.0,7,41,1,0,0,0,1
Kehe 103.pdf,4,1,1,5. Promotes and preserves good health,11.0,11.0,False,False,Bookman-Light,44.88610076904297,119.30402374267578,257.529296875,132.2730255126953,212.64319610595703,12.969001770019531,1,1,0.9,1.0,6,37,1,0,0,0,1
Kehe 103.pdf,4,1,2,6. Maintains acceptable body weight for height,11.0,11.0,False,False,Bookman-Light,44.88610076904297,133.30401611328125,303.5664978027344,146.2730255126953,258.6803970336914,12.969009399414062,1,1,0.9,1.0,7,46,1,0,0,0,1
Kehe 103.pdf,4,2,0,3.3	 Health and Fitness,16.0,11.0,True,False,TrajanPro-Bold,44.88610076904297,160.95204162597656,260.196533203125,181.25604248046875,215.31043243408203,20.304000854492188,1,2,0.85,1.4545454545454546,4,23,1,0,0,0,1
